,cmte_id,cmte_nm,cmte_tp,cmte_dsgn,cmte_filing_freq,ttl_receipts,trans_from_aff,indv_contrib,other_pol_cmte_contrib,cand_contrib,cand_loans,ttl_loans_received,ttl_disb,tranf_to_aff,indv_refunds,other_pol_cmte_refunds,cand_loan_repay,loan_repay,coh_bop,coh_cop,debts_owed_by,nonfed_trans_received,contrib_to_other_cmte,ind_exp,pty_coord_exp,nonfed_share_exp,cvg_end_dt,file_year
287,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
288,C90008970,PLANNED PARENTHOOD AFFILIATES OF OHIO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
289,C90009036,PLANNED PARENTHOOD ADVOCATES OF OREGON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
290,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
291,C90009408,PLANNED PARENTHOOD VOICE FOR CHOICE ACTION FUND OF SOUTH PALM BEACH AND BROWARD COUNTIES I,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
292,C90009457,GOVERNMENT AFFAIRS COUNCIL AT THE PLANNED PARENTHOOD TRUST OF SAN ANTONIO AND SCT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
293,C90010638,PLANNED PARENTHOOD WESTERN PENNSYLVANIA ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
294,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8948.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
295,C90011024,PLANNED PARENTHOOD ADVOCATES OF VIRGINIA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
296,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,91443.27,0.0,0.0,0.0,0.0,0.0,0.0,264573.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
297,C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
298,C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
299,C90012576,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
300,C90013657,PLANNED PARENTHOOD ADVOCATES OF MONTANA,I,U,Q,303.65,0.0,0.0,0.0,0.0,0.0,0.0,303.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
301,C90013723,PLANNED PARENTHOOD ADVOCATES OF OHIO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
302,C90013772,PLANNED PARENTHOOD VOTERS OF IOWA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
303,C90014051,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
304,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11858.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
305,C90014150,PLANNED PARENTHOOD VOTERS OF NEBRASKA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
306,C90014226,PLANNED PARENTHOOD IN VIRGINIA PAC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
307,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
308,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
309,C90015124,PLANNED PARENTHOOD NYC VOTES INC.,I,U,Q,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2014,2014
310,C00312082,PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS PAC,Q,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
311,C00314617,PLANNED PARENTHOOD ACTION FUND INC. PAC,Q,B,M,1157202.1,0.0,1132915.76,0.0,0.0,0.0,0.0,1029871.72,0.0,7430.0,0.0,0.0,0.0,61211.06,188541.44,0.0,0.0,943398.87,0.0,0.0,0.0,12/31/2012,2012
312,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",O,U,T,2348.21,0.0,2348.21,0.0,0.0,0.0,0.0,17995.72,0.0,0.0,0.0,0.0,0.0,15647.51,0.0,0.0,0.0,0.0,10.69,0.0,0.0,06/30/2011,2012
313,C00489799,PLANNED PARENTHOOD VOTES,O,U,M,6446014.24,0.0,6340681.34,0.0,0.0,0.0,0.0,6096880.85,0.0,0.0,0.0,0.0,0.0,132307.04,481440.43,16677.72,0.0,153000.0,5018412.02,0.0,0.0,12/31/2012,2012
314,C30001945,PLANNED PARENTHOOD ACTION FUND INC.,E,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
315,C70004957,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,C,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
316,C90004441,FREEDOM FUND OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
317,C90004458,PLANNED PARENTHOOD VOTER INFORMATION FUND OF SEATTLE-KING COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
318,C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2013,2012
319,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
320,C90005042,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
321,C90005067,PLANNED PARENTHOOD OF HOUSTON & SOUTHEAST TEXAS ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
322,C90005349,PLANNED PARENTHOOD ACTION FD CENT/N AZ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
323,C90005398,PLANNED PARENTHOOD/HOUSTON/SE TEX ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
324,C90005430,PLANNED PARENTHOOD ADVOCATES OF CHESTE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
325,C90005455,PLANNED PARENTHOOD SUSQUEHANNA VALLEY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
326,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,6649462.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
327,C90005505,PPANY-PLANNED PARENTHOOD ADVOCATES/NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
328,C90005513,PLANNED PARENTHOOD ACTION FUND OF SANT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
329,C90005620,PLANNED PARENTHOOD GOLDEN GATE ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
330,C90005885,PLANNED PARENTHOOD ACTION FUND OF NJ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
331,C90005927,PLANNED PARENTHOOD OF THE ST LOUIS REG,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
332,C90005943,"PLANNED PARENTHOOD OF THE MID HUDSON VALLEY ACTION FUND, INC",I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2012,2012
333,C90006032,PLANNED PARENTHOOD OF KS & MID-MO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
334,C90006057,PLANNED PARENTHOOD ACTION FUND OF GEOR,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
335,C90006065,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
336,C90006123,PLANNED PARENTHOOD NM ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
337,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
338,C90006362,PLANNED PARENTHD AT/FD SAN DIEGO RIVERSIDE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
339,C90006438,PLANNED PARENTHOOD OF THE MID-HUDSON V,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
340,C90006479,PLANNED PARENTHOOD ADVOCACY FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
341,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
342,C90006594,PLANNED PARENTHOOD AFFILIATES OF CALIF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
343,C90006685,PLANNED PARENTHOOD ADVOCATES OF MICHIGAN,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
344,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
345,C90006719,PLANNED PARENTHOOD ADVOCATES OF KANSAS,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
346,C90006867,PLANNED PARENTHOOD SOUTHEASTERN PENNSY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
347,C90006917,FLORIDA ALLIANCE OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
348,C90007014,PLANNED PARENTHOOD ADVOCACY FUND OF DE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
349,C90007063,PLANNED PARENTHOOD ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
350,C90007105,PLANNED PARENTHOOD ADVOCATES OF NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
351,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40195.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
352,C90007329,PLANNED PARENTHOOD OF NORTH TEXAS ACTI,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
353,C90007394,ADVOCATES PLANNED PARENTHOOD OF LOUISVILLE AND WESTERN KY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
354,C90007428,PLANNED PARENTHOOD ACTION FUND OF CENT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
355,C90007469,PLANNED PARENTHOOD OF THE TEXAS CAPITAL REGION ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
356,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,22907.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
357,C90008194,PLANNED  PARENTHOOD: SHASTA-DIABLO ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
358,C90008236,PLANNED PARENTHOOD HUDSON PECONIC ACTION FUND INC,I,U,Q,8755.0,0.0,0.0,0.0,0.0,0.0,0.0,17667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
359,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
360,C90008400,PLANNED PARENTHOOD CHICAGO ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
361,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,29335.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
362,C90008970,PLANNED PARENTHOOD AFFILIATES OF OHIO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
363,C90009036,PLANNED PARENTHOOD ADVOCATES OF OREGON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
364,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
365,C90009408,PLANNED PARENTHOOD VOICE FOR CHOICE ACTION FUND OF SOUTH PALM BEACH AND BROWARD COUNTIES I,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
366,C90009457,GOVERNMENT AFFAIRS COUNCIL AT THE PLANNED PARENTHOOD TRUST OF SAN ANTONIO AND SCT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
367,C90010638,PLANNED PARENTHOOD WESTERN PENNSYLVANIA ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
368,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,71500.0,0.0,0.0,0.0,0.0,0.0,0.0,74698.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
369,C90011024,PLANNED PARENTHOOD ADVOCATES OF VIRGINIA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
370,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53894.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
371,C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
372,C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12958.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
373,C90012576,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2012
374,C90013657,PLANNED PARENTHOOD ADVOCATES OF MONTANA,I,U,Q,32356.59,0.0,0.0,0.0,0.0,0.0,0.0,32356.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
375,C90013723,PLANNED PARENTHOOD ADVOCATES OF OHIO,I,U,Q,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,27044.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
376,C90013772,PLANNED PARENTHOOD VOTERS OF IOWA,I,U,Q,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,59436.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
377,C90014051,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,I,U,Q,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,22281.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
378,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
379,C90014150,PLANNED PARENTHOOD VOTERS OF NEBRASKA,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37921.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
380,C90014226,PLANNED PARENTHOOD IN VIRGINIA PAC,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
381,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5123.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
382,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2012,2012
383,C00312082,PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS PAC,Q,U,Q,3950.0,0.0,3950.0,0.0,0.0,0.0,0.0,4129.43,3000.0,0.0,0.0,0.0,0.0,231.0,52.0,0.0,0.0,4129.0,0.0,0.0,0.0,12/31/2010,2010
384,C00314617,PLANNED PARENTHOOD ACTION FUND INC. PAC,Q,B,M,454641.96,0.0,445345.71,0.0,0.0,0.0,0.0,443199.72,0.0,5000.0,0.0,0.0,0.0,49768.82,61211.06,0.0,0.0,346846.19,0.0,0.0,0.0,12/31/2010,2010
385,C00488502,"PROTECTING CHOICE IN CALIFORNIA 2010, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CA",O,U,Q,419770.09,0.0,191917.75,227680.0,0.0,0.0,0.0,404869.9,0.0,0.0,34500.0,0.0,0.0,0.0,15647.51,21.38,0.0,0.0,220543.58,0.0,0.0,12/31/2010,2010
386,C00489799,PLANNED PARENTHOOD VOTES,O,U,Q,328491.91,0.0,328478.89,0.0,0.0,0.0,0.0,196184.87,0.0,0.0,0.0,0.0,0.0,0.0,132307.04,0.0,0.0,0.0,176817.09,0.0,0.0,12/31/2010,2010
387,C70004957,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,C,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
388,C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
389,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCA,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280388.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
390,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652278.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
391,C90005927,PLANNED PARENTHOOD OF THE ST LOUIS REG,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9089.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
392,C90006057,PLANNED PARENTHOOD ACTION FUND OF GEOR,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/02/2010,2010
393,C90006065,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
394,C90006149,PLANNED PARENTHOOD LOS ANGELES COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
395,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92231.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
396,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
397,C90006917,FLORIDA ALLIANCE OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
398,C90007105,PLANNED PARENTHOOD ADVOCATES OF NY,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2009,2010
399,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50315.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
400,C90007329,PLANNED PARENTHOOD OF NORTH TEXAS ACTI,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
401,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
402,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
403,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
404,C90009036,PLANNED PARENTHOOD ADVOCATES OF OREGON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
405,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
406,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC,I,U,Q,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,47351.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
407,C90011024,PLANNED PARENTHOOD ADVOCATES OF VIRGINIA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2010
408,C90011412,PLANNED PARENTHOOD OF SAN DIEGO AND RIVERSIDE COUNTIES ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
409,C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
410,C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6934.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
411,C90012576,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2010,2010
